date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients,hosp_patients,weekly_hosp_admissions,daily_case_change_rate,daily_death_change_rate,hospitalization_rate,icu_rate,case_fatality_rate,7day_avg_new_cases,7day_avg_new_deaths,hospitalization_need,icu_requirement,hospitalization_need_num,icu_requirement_num
2022-03-16,78983223.0,60969.0,963710.0,,233477.953,2848.77,3453.0,17945.0,16137.0,0.0772519750893075,,0.0227200148568259,0.0043718145054678,1.2201451946320296,33725.142857142855,,Low,Medium,0,0
2022-03-17,79007718.0,24495.0,965153.0,1443.0,233550.361,2853.036,3296.0,17394.0,15542.0,0.031012915236442,0.1497338410932749,0.0220155706813352,0.0041717443351547,1.2215933132001104,32771.28571428572,,Low,Low,0,0
2022-03-18,79045546.0,37828.0,966653.0,1500.0,233662.182,2857.47,3129.0,16540.0,14986.0,0.0478788667203373,0.1554157734576797,0.0209246451406635,0.0039584773062355,1.2229063481957605,31588.14285714286,,Low,Low,0,0
2022-03-19,79078705.0,33159.0,967719.0,1066.0,233760.202,2860.621,3040.0,15659.0,14417.0,0.0419492326613823,0.1102774211635406,0.0198017911395994,0.0038442713496636,1.2237415875740505,30668.285714285714,,Low,Low,0,0
2022-03-20,79109709.0,31004.0,968691.0,972.0,233851.851,2863.494,2937.0,15341.0,14085.0,0.0392065095147928,0.1004423804844174,0.0193920571746762,0.0037125657989716,1.2244906627074057,29820.0,,Low,Low,0,0
2022-03-21,79119590.0,9881.0,968891.0,200.0,233881.06,2864.085,2869.0,15071.0,13811.0,0.0124902494585083,0.0206464187238242,0.0190483798007547,0.0036261563033883,1.2245905217658484,29494.571428571428,,Low,Low,0,0
2022-03-22,79129628.0,10038.0,969041.0,150.0,233910.732,2864.529,2738.0,14553.0,13331.0,0.0126871233786727,0.0154816176432643,0.0183913413569946,0.0034601451683811,1.2246247385366198,29624.85714285714,,Low,Low,0,0
2022-03-23,79168456.0,38828.0,969830.0,789.0,234025.51,2866.861,2593.0,14170.0,13015.0,0.0490688519349541,0.0814207035615624,0.017898542823672,0.003275294392504,1.2250207330050746,26461.85714285714,874.2857142857143,Low,Low,0,0
2022-03-24,79193227.0,24771.0,970767.0,937.0,234098.734,2869.631,2499.0,13623.0,12645.0,0.0312889770137742,0.096614870647433,0.0172022286703886,0.0031555728875652,1.2258207384325934,26501.285714285714,802.0,Low,Low,0,0
2022-03-25,79238387.0,45160.0,972011.0,1244.0,234232.229,2873.308,2314.0,13100.0,12317.0,0.0570250786724475,0.1281460947889658,0.0165323910493029,0.0029203017471822,1.2266920577270206,27548.714285714286,765.4285714285714,Low,Low,0,0
2022-03-26,79274464.0,36077.0,972906.0,895.0,234338.874,2875.954,2214.0,12574.0,12191.0,0.0455297001439466,0.0920771472750822,0.0158613497531815,0.0027928287222478,1.2272627917105816,27965.571428571428,741.0,Low,Low,0,0
2022-03-27,79303178.0,28714.0,973682.0,776.0,234423.754,2878.248,2170.0,12203.0,12042.0,0.0362209954519528,0.0797610457742063,0.0153877818112156,0.0027363342235792,1.2277969490705656,27638.428571428572,713.0,Low,Low,0,0
2022-03-28,79315689.0,12511.0,973862.0,180.0,234460.737,2878.78,2134.0,12094.0,11847.0,0.0157761647332721,0.0184865284559024,0.0152479290698716,0.002690514357128,1.227830221584534,28014.14285714286,710.1428571428571,Low,Low,0,0
2022-03-29,79325442.0,9753.0,973957.0,95.0,234489.567,2879.061,2091.0,11810.0,11572.0,0.012296432298533,0.0097549755509507,0.0148880355435019,0.0026359764878461,1.227799020647121,27973.428571428572,702.2857142857143,Low,Low,0,0
2022-03-30,79357869.0,32427.0,974643.0,686.0,234585.423,2881.088,2026.0,11545.0,11227.0,0.0408784359499692,0.070434321022386,0.0145480216964999,0.0025529919408496,1.2281617592327234,27059.0,687.5714285714286,Low,Low,0,0
2022-03-31,79381947.0,24078.0,975375.0,732.0,234656.599,2883.252,1949.0,11294.0,11023.0,0.0303410365013707,0.0751044228502128,0.0142274162159313,0.0024552181870772,1.228711359271649,26960.0,658.2857142857143,Low,Low,0,0
2022-04-01,79430186.0,48239.0,976548.0,1173.0,234799.195,2886.72,1862.0,10900.0,10825.0,0.0607682247954941,0.1202614379084967,0.0137227426359041,0.0023441969530324,1.2294419151932994,27399.85714285714,648.1428571428571,Low,Low,0,0
2022-04-02,79470249.0,40063.0,977252.0,704.0,234917.623,2888.801,1802.0,10526.0,10560.0,0.0504380035066265,0.0720906704022741,0.0132452082791385,0.0022675152307626,1.229707987954083,27969.285714285714,620.8571428571429,Low,Low,0,0
2022-04-03,79497642.0,27393.0,977854.0,602.0,234998.598,2890.58,1794.0,10380.0,10354.0,0.0344695031721871,0.0616013065207336,0.0130569910488665,0.0022566707072896,1.2300415149420407,27780.571428571428,596.0,Low,Low,0,0
2022-04-04,79509319.0,11677.0,978002.0,148.0,235033.116,2891.018,1764.0,10515.0,10352.0,0.0146884859805024,0.0151351837799916,0.0132248648740155,0.0022186078590359,1.2300470087034705,27661.428571428572,591.4285714285714,Low,Low,0,0
2022-04-05,79519867.0,10548.0,978119.0,117.0,235064.296,2891.364,1713.0,10479.0,10287.0,0.013266369442807,0.0119631657194975,0.013177838941808,0.0021541786532414,1.230030980811374,27775.0,594.5714285714286,Low,Low,0,0
2022-04-06,79546797.0,26930.0,978441.0,322.0,235143.903,2892.316,1705.0,10418.0,10262.0,0.0338657508066506,0.03292032973493,0.013096693258435,0.0021433923983136,1.230019355776198,26989.714285714286,542.5714285714286,Low,Low,0,0
2022-04-07,79580171.0,33374.0,978965.0,524.0,235242.558,2893.864,1723.0,10402.0,10296.0,0.0419551776547332,0.0535545832605134,0.013071095310916,0.0021651122111813,1.2301619708758855,28317.714285714286,512.8571428571429,Low,Low,0,0
2022-04-08,79622427.0,42256.0,979909.0,944.0,235367.468,2896.655,1682.0,10218.0,10376.0,0.0530986544374226,0.0964283707793434,0.012833067748613,0.002112470146131,1.2306947136891468,27463.0,480.1428571428572,Low,Low,0,0
2022-04-09,79656233.0,33806.0,980432.0,523.0,235467.4,2898.201,1590.0,9875.0,10342.0,0.0424578868966152,0.053372302938334,0.0123970210843387,0.001996077318896,1.2308289798238388,26569.14285714286,454.2857142857143,Low,Low,0,0
2022-04-10,79698834.0,42601.0,981321.0,889.0,235593.331,2900.829,1534.0,9866.0,10468.0,0.0534810628064724,0.0906743149958385,0.0123791020581304,0.0019247458501086,1.2312865204527337,28741.714285714286,495.2857142857143,Low,Low,0,0
